City,Colors_Reported,Shape_Reported,State,Time,Year,Month,Day,Hour
Sacramento,,DISK,CA,1956-07-14 19:30:00,1956,7,14,19
East Hampton,,DISK,CT,1956-07-15 00:00:00,1956,7,15,0
Yellowstone Park,,DISK,WY,1956-07-15 00:00:00,1956,7,15,0
Sugarcreek,,DISK,OH,1956-07-15 05:00:00,1956,7,15,5
Harvard,,,MA,1956-08-01 20:00:00,1956,8,1,20
Bradford,YELLOW,SPHERE,AL,1956-08-01 23:30:00,1956,8,1,23
Norfolk,,CIGAR,VA,1956-09-09 05:55:00,1956,9,9,5
Middle River,BLUE,CIRCLE,MD,1956-09-15 20:00:00,1956,9,15,20
Hope,,CIRCLE,AR,1956-09-20 16:00:00,1956,9,20,16
Greenwich,,LIGHT,CT,1956-09-21 00:00:00,1956,9,21,0
Newport,,RECTANGLE,NH,1956-10-01 19:00:00,1956,10,1,19
Edna,,CIRCLE,TX,1956-10-10 21:00:00,1956,10,10,21
Mt. Vernon,,DISK,IN,1956-10-15 21:30:00,1956,10,15,21
Aberdeen,ORANGE,CIRCLE,SD,1956-11-15 18:30:00,1956,11,15,18
Painsville,,RECTANGLE,OH,1956-11-27 22:00:00,1956,11,27,22
Columbus,,FORMATION,OH,1956-12-01 23:00:00,1956,12,1,23
Dallas,,,TX,1957-01-01 21:00:00,1957,1,1,21
Jena,,SPHERE,LA,1957-03-05 19:30:00,1957,3,5,19
Fort Devans,,OVAL,MA,1957-03-07 04:00:00,1957,3,7,4
Los Angeles,,FORMATION,CA,1957-03-15 13:00:00,1957,3,15,13
Los Angeles,,DISK,CA,1957-03-15 15:00:00,1957,3,15,15
Canton,,CIGAR,OH,1957-05-01 12:00:00,1957,5,1,12
Rhinebeck,,DIAMOND,NY,1957-05-25 13:00:00,1957,5,25,13
Union Bower are irving,,FORMATION,TX,1957-06-01 00:00:00,1957,6,1,0
El Paso,,DISK,TX,1957-06-01 10:00:00,1957,6,1,10
E. Los Angeles,,LIGHT,CA,1957-06-01 12:00:00,1957,6,1,12
Glens Falls,,DISK,NY,1957-06-01 20:00:00,1957,6,1,20
Irving,,LIGHT,TX,1957-06-01 22:00:00,1957,6,1,22
Hicksville,,CIRCLE,NY,1957-06-06 22:00:00,1957,6,6,22
Green Lake,,OVAL,MI,1957-06-12 19:00:00,1957,6,12,19
Livermore Falls,,DIAMOND,ME,1957-06-14 10:00:00,1957,6,14,10
Great Falls,,,MT,1957-06-15 00:00:00,1957,6,15,0
Hartford City,,DISK,IN,1957-06-15 13:00:00,1957,6,15,13
Walled Lake,,CYLINDER,MI,1957-06-15 23:30:00,1957,6,15,23
San Leandro,,LIGHT,CA,1957-06-19 21:00:00,1957,6,19,21
Lubbock,,TRIANGLE,TX,1957-06-21 17:00:00,1957,6,21,17
Norwalk,,DISK,CA,1957-06-21 19:30:00,1957,6,21,19
Arctic,,CIGAR,AK,1957-06-30 00:00:00,1957,6,30,0
Dallas,,OTHER,TX,1957-06-30 00:00:00,1957,6,30,0
Birmingham,,,MI,1957-06-30 03:30:00,1957,6,30,3
New York City,,TEARDROP,NY,1957-06-30 12:00:00,1957,6,30,12
Burlington,,CIRCLE,IA,1957-06-30 13:00:00,1957,6,30,13
Russellville,ORANGE,SPHERE,AR,1957-06-30 18:00:00,1957,6,30,18
Barker,,DISK,NY,1957-06-30 20:00:00,1957,6,30,20
Albany,,CIRCLE,CA,1957-06-30 21:00:00,1957,6,30,21
Mullens,,OVAL,WV,1957-07-01 13:00:00,1957,7,1,13
Talcott,,SPHERE,WV,1957-07-01 13:00:00,1957,7,1,13
Del Rio,,CIGAR,TX,1957-07-01 20:00:00,1957,7,1,20
Phillipsburg,,CIGAR,NJ,1957-07-10 20:00:00,1957,7,10,20
Baltimore,,OTHER,MD,1957-07-10 22:00:00,1957,7,10,22
Chesapeake,,DISK,OH,1957-07-13 09:00:00,1957,7,13,9
Temple City,,LIGHT,CA,1957-07-15 12:00:00,1957,7,15,12
Houston,,DIAMOND,TX,1957-07-15 13:00:00,1957,7,15,13
Williamsport,,CIGAR,PA,1957-07-15 14:00:00,1957,7,15,14
Long Beach,,DISK,CA,1957-07-15 15:00:00,1957,7,15,15
Denver,,LIGHT,CO,1957-07-15 22:00:00,1957,7,15,22
Kresgeville,,,PA,1957-07-15 22:00:00,1957,7,15,22
Salt  Lake City,,DISK,UT,1957-07-15 22:00:00,1957,7,15,22
Kansas City,RED,LIGHT,MO,1957-07-15 23:30:00,1957,7,15,23
Arco,,DISK,ID,1957-08-01 12:00:00,1957,8,1,12
Vandalia,,DISK,OH,1957-08-03 20:00:00,1957,8,3,20
Bainbridge,,FIREBALL,MD,1957-08-04 02:00:00,1957,8,4,2
Indianapolis,,LIGHT,IN,1957-08-07 01:00:00,1957,8,7,1
San Diego,,DISK,CA,1957-08-09 00:30:00,1957,8,9,0
Ticonderoga,,DISK,NY,1957-08-14 16:00:00,1957,8,14,16
California,,FIREBALL,CA,1957-08-14 21:00:00,1957,8,14,21
Longview,,TRIANGLE,WA,1957-08-15 01:00:00,1957,8,15,1
Ludlow,,CIGAR,MA,1957-08-15 01:00:00,1957,8,15,1
Exeter,,DISK,NH,1957-08-15 21:00:00,1957,8,15,21
Auburn,,,MA,1957-08-15 21:30:00,1957,8,15,21
Smith's Ferry,,DISK,ID,1957-08-16 21:30:00,1957,8,16,21
Huntington,,TRIANGLE,IN,1957-08-17 23:00:00,1957,8,17,23
Graham,,SPHERE,TX,1957-09-01 16:00:00,1957,9,1,16
Brecksville,,CIRCLE,OH,1957-09-01 23:00:00,1957,9,1,23
Los Gatos,,DISK,CA,1957-09-05 17:30:00,1957,9,5,17
St. Paul,,DISK,MN,1957-09-10 19:15:00,1957,9,10,19
El Paso,,DISK,TX,1957-09-15 04:00:00,1957,9,15,4
Lake Jackson,,FIREBALL,TX,1957-09-15 21:30:00,1957,9,15,21
Tacoma,,DISK,WA,1957-09-15 23:00:00,1957,9,15,23
Hopkinsville,,CIGAR,KY,1957-09-20 00:00:00,1957,9,20,0
Nelchina,,,AK,1957-10-01 16:00:00,1957,10,1,16
Martelle,,CIGAR,IA,1957-10-01 20:30:00,1957,10,1,20
Paterson,,DISK,NJ,1957-10-01 21:00:00,1957,10,1,21
Northeast Cape AFS,,,AK,1957-10-01 22:00:00,1957,10,1,22
St. Paul,,LIGHT,MN,1957-10-05 19:00:00,1957,10,5,19
England,,DISK,AR,1957-10-15 01:45:00,1957,10,15,1
New York City,,,NY,1957-10-15 02:00:00,1957,10,15,2
Houston,,LIGHT,TX,1957-10-15 20:30:00,1957,10,15,20
Commerce City,,FIREBALL,CO,1957-10-15 22:00:00,1957,10,15,22
Teaneck,,CYLINDER,NJ,1957-11-10 17:00:00,1957,11,10,17
Corpus Christi,,LIGHT,TX,1957-11-10 19:00:00,1957,11,10,19
St Lawrence Island,,OTHER,AK,1957-11-10 20:00:00,1957,11,10,20
Madison,,CIGAR,WI,1957-12-28 00:00:00,1957,12,28,0
Madison,,CIGAR,WI,1957-12-28 00:00:00,1957,12,28,0
Pep,,FIREBALL,TX,1958-01-01 22:00:00,1958,1,1,22
Howell,,CIGAR,MI,1958-02-15 02:30:00,1958,2,15,2
Winooski,,OVAL,VT,1958-04-17 21:30:00,1958,4,17,21
Winooski,,OVAL,VT,1958-04-17 21:30:00,1958,4,17,21
Palmer Park,,SPHERE,MD,1958-05-05 20:00:00,1958,5,5,20
North Hollywood,,CIRCLE,CA,1958-05-07 10:00:00,1958,5,7,10
Cincinnati,,DIAMOND,OH,1958-05-16 00:00:00,1958,5,16,0
North Hollywood,,SPHERE,CA,1958-05-20 00:00:00,1958,5,20,0
Middlesex,,CIRCLE,NC,1958-06-01 02:00:00,1958,6,1,2
San Francisco,,OVAL,CA,1958-06-01 19:00:00,1958,6,1,19
New York City,,OVAL,NY,1958-06-01 21:00:00,1958,6,1,21
Timpson,,LIGHT,TX,1958-06-01 22:00:00,1958,6,1,22
Grand Island,,CIRCLE,NE,1958-06-01 22:30:00,1958,6,1,22
Cincinnati,,DIAMOND,OH,1958-06-06 09:30:00,1958,6,6,9
Baldwin Park,,CIGAR,CA,1958-06-10 12:00:00,1958,6,10,12
Florala ?,,DISK,AL,1958-06-15 00:00:00,1958,6,15,0
Mountain View,,OTHER,MO,1958-06-15 00:00:00,1958,6,15,0
Coffeyville,,CIGAR,KS,1958-06-15 15:00:00,1958,6,15,15
Yonkers,,LIGHT,NY,1958-06-15 15:00:00,1958,6,15,15
Menlo Park,,LIGHT,CA,1958-06-15 19:15:00,1958,6,15,19
Houston,,DISK,TX,1958-06-15 20:00:00,1958,6,15,20
Oklahoma,,LIGHT,OK,1958-06-15 22:00:00,1958,6,15,22
Pawnee,,,OK,1958-06-15 23:00:00,1958,6,15,23
Pawnee,,LIGHT,OK,1958-06-15 23:00:00,1958,6,15,23
Silverdale,,CYLINDER,WA,1958-06-30 12:00:00,1958,6,30,12
Conyers,,TEARDROP,GA,1958-06-30 13:00:00,1958,6,30,13
Camden,,DISK,ME,1958-06-30 16:00:00,1958,6,30,16
Fort Worth,,DISK,TX,1958-06-30 20:00:00,1958,6,30,20
Durham,,LIGHT,KS,1958-06-30 21:30:00,1958,6,30,21
Thibodaux,,FIREBALL,LA,1958-06-30 23:00:00,1958,6,30,23
Osmond,,,NE,1958-07-01 04:48:00,1958,7,1,4
Muncie,,,IN,1958-07-01 21:00:00,1958,7,1,21
Cheektowaga,,TEARDROP,NY,1958-07-10 09:00:00,1958,7,10,9
Woodland Hills,,LIGHT,FL,1958-07-10 17:00:00,1958,7,10,17
no data,,DISK,UT,1958-07-11 23:00:00,1958,7,11,23
Novato,,DISK,CA,1958-07-15 17:30:00,1958,7,15,17
Rock Springs,,DISK,WY,1958-07-20 21:30:00,1958,7,20,21
Randallstown,,TRIANGLE,MD,1958-07-30 22:00:00,1958,7,30,22
Derby,,DISK,CT,1958-08-01 19:00:00,1958,8,1,19
Scarborough,,DISK,ME,1958-08-08 15:00:00,1958,8,8,15
Bellevue,,LIGHT,WA,1958-08-10 21:30:00,1958,8,10,21
Monroe,,OVAL,GA,1958-08-15 14:00:00,1958,8,15,14
Fargo,,DISK,ND,1958-09-01 20:00:00,1958,9,1,20
Perry,RED,TRIANGLE,IA,1958-09-01 21:00:00,1958,9,1,21
Arthur,,,ND,1958-09-07 19:00:00,1958,9,7,19
Ashland,,CIRCLE,KY,1958-09-14 19:30:00,1958,9,14,19
Davis Jct.,,FIREBALL,IL,1958-09-20 22:20:00,1958,9,20,22
Phelps County,,DISK,NE,1958-09-25 19:00:00,1958,9,25,19
St. Paul,,OTHER,MN,1958-10-20 21:00:00,1958,10,20,21
Terrebonne,,,OR,1958-10-25 20:00:00,1958,10,25,20
Riverside,,LIGHT,IL,1958-10-30 01:00:00,1958,10,30,1
Greenville,,DISK,RI,1958-11-15 22:30:00,1958,11,15,22
Milwaukee,,DISK,WI,1958-11-25 23:00:00,1958,11,25,23
South San Francisco,,DISK,CA,1959-01-10 18:30:00,1959,1,10,18
New York City,,,NY,1959-03-01 23:00:00,1959,3,1,23
Miami,,SPHERE,FL,1959-04-01 01:00:00,1959,4,1,1
Mendham,,DISK,NJ,1959-04-15 21:00:00,1959,4,15,21
Baden,,CYLINDER,PA,1959-04-26 19:00:00,1959,4,26,19
Columbus,,LIGHT,OH,1959-05-01 18:30:00,1959,5,1,18
El Sobrante,YELLOW,CIRCLE,CA,1959-05-05 09:00:00,1959,5,5,9
Evanston,,,IL,1959-05-15 04:00:00,1959,5,15,4
Cincinnati,,DISK,OH,1959-05-30 17:00:00,1959,5,30,17
Wabash River,,CIRCLE,IN,1959-06-01 08:00:00,1959,6,1,8
Nashville,,,TX,1959-06-01 12:00:00,1959,6,1,12
Orange,,CYLINDER,CT,1959-06-01 12:00:00,1959,6,1,12
Sidney,,LIGHT,OH,1959-06-01 18:30:00,1959,6,1,18
Nelson,,CIGAR,NE,1959-06-01 22:00:00,1959,6,1,22
Arvada,,CIRCLE,CO,1959-06-05 13:00:00,1959,6,5,13
Monroe,,,MI,1959-06-10 13:00:00,1959,6,10,13
Missoula,,,MT,1959-06-15 01:00:00,1959,6,15,1
Minneapolis,,OTHER,MN,1959-06-15 08:30:00,1959,6,15,8
Campbell,,DISK,CA,1959-06-15 10:00:00,1959,6,15,10
Buffalo,,LIGHT,WV,1959-06-15 23:00:00,1959,6,15,23
Minneapolis,,FORMATION,MN,1959-06-23 22:00:00,1959,6,23,22
Globe,,RECTANGLE,AZ,1959-06-28 13:00:00,1959,6,28,13
Campbellsport,,CIRCLE,WI,1959-06-30 14:00:00,1959,6,30,14
New York City,,OVAL,NY,1959-06-30 20:00:00,1959,6,30,20
Phoenix,,DISK,AZ,1959-06-30 21:00:00,1959,6,30,21
Strathmore,,DISK,CA,1959-07-01 01:00:00,1959,7,1,1
Castle Rock,,CIGAR,WA,1959-07-01 20:00:00,1959,7,1,20
Gardner Lake,,OVAL,ME,1959-07-04 20:00:00,1959,7,4,20
Long Beach,,LIGHT,CA,1959-07-07 23:00:00,1959,7,7,23
Nort Sutton,,,NH,1959-07-15 12:00:00,1959,7,15,12
New Albany,,CIGAR,IN,1959-07-15 23:00:00,1959,7,15,23
Worcester,,OTHER,MA,1959-07-16 18:00:00,1959,7,16,18
Salem,,DISK,OH,1959-07-19 01:00:00,1959,7,19,1
Fort Lauderdale,,LIGHT,FL,1959-07-20 21:30:00,1959,7,20,21
Allendale,,LIGHT,KY,1959-07-22 14:30:00,1959,7,22,14
Golden,,DISK,TX,1959-08-01 18:00:00,1959,8,1,18
Reseda,,DISK,CA,1959-08-10 01:30:00,1959,8,10,1
Troy,,,NY,1959-08-13 21:00:00,1959,8,13,21
Jewett,,LIGHT,NY,1959-08-13 22:30:00,1959,8,13,22
Roswell,,,NM,1959-08-15 15:00:00,1959,8,15,15
Mohave,,LIGHT,CA,1959-08-15 21:00:00,1959,8,15,21
Lake Bonita,,FIREBALL,NM,1959-08-20 03:00:00,1959,8,20,3
Fallon,,OVAL,NV,1959-09-15 00:00:00,1959,9,15,0
Goldfield,,LIGHT,NV,1959-09-15 01:00:00,1959,9,15,1
Dayton,,DISK,OH,1959-09-15 11:30:00,1959,9,15,11
New York City,,OTHER,NY,1959-10-01 16:00:00,1959,10,1,16
Jacksonville,,,IL,1959-10-01 19:00:00,1959,10,1,19
Duluth,,,WI,1959-10-01 20:45:00,1959,10,1,20
Duluth,,,WI,1959-10-05 18:30:00,1959,10,5,18
Rock Hill,,TRIANGLE,SC,1959-10-05 19:00:00,1959,10,5,19
Marysville,,OTHER,WA,1959-10-15 00:00:00,1959,10,15,0
Four States,RED,SPHERE,WV,1959-10-16 22:30:00,1959,10,16,22
Starke,,SPHERE,FL,1959-11-11 20:00:00,1959,11,11,20
Lafayette,,CIRCLE,IN,1959-11-15 01:30:00,1959,11,15,1
Los Angeles,,DISK,CA,1959-12-20 18:30:00,1959,12,20,18
Tehachapi,,FIREBALL,CA,1959-12-30 18:35:00,1959,12,30,18
Del Mar,,,CA,1959-12-30 23:00:00,1959,12,30,23
Bristol,,DISK,VA,1960-01-15 22:00:00,1960,1,15,22
St. Paul,,CIGAR,MN,1960-02-01 22:15:00,1960,2,1,22
Hartwell,,CIGAR,GA,1960-02-01 23:00:00,1960,2,1,23
Winston-Salem,,CIGAR,NC,1960-02-18 21:00:00,1960,2,18,21
Houston,,TRIANGLE,TX,1960-03-12 23:00:00,1960,3,12,23
Houston,,OTHER,TX,1960-04-01 21:00:00,1960,4,1,21
Tucson,,LIGHT,AZ,1960-05-01 20:00:00,1960,5,1,20
Schenectady,,,NY,1960-05-15 00:00:00,1960,5,15,0
Terre Haute,,OTHER,IN,1960-05-15 18:00:00,1960,5,15,18
Great Bend,,OTHER,KS,1960-06-01 00:00:00,1960,6,1,0
Salt Lake City,,DISK,UT,1960-06-01 00:00:00,1960,6,1,0
Seattle,GREEN,OVAL,WA,1960-06-01 00:00:00,1960,6,1,0
Yakima,,OTHER,WA,1960-06-01 02:30:00,1960,6,1,2
Palmdale,,DISK,CA,1960-06-01 12:00:00,1960,6,1,12
Sacramento,,CIGAR,CA,1960-06-01 12:00:00,1960,6,1,12
Chadd's Ford,,CYLINDER,PA,1960-06-01 13:00:00,1960,6,1,13
New Jersey,,CIGAR,NJ,1960-06-01 13:00:00,1960,6,1,13
Watervliet,,DISK,MI,1960-06-01 18:00:00,1960,6,1,18
Vassalboro,,OVAL,ME,1960-06-01 20:00:00,1960,6,1,20
Silverfdale,,VARIOUS,WA,1960-06-01 22:00:00,1960,6,1,22
Santa Ana,,DISK,CA,1960-06-03 18:00:00,1960,6,3,18
Cape Canaveral,,FIREBALL,FL,1960-06-06 12:00:00,1960,6,6,12
Philadelphia,,SPHERE,PA,1960-06-10 18:00:00,1960,6,10,18
Barstow-Baker,,DISK,CA,1960-06-11 02:00:00,1960,6,11,2
Great Falls,,FORMATION,MT,1960-06-12 14:30:00,1960,6,12,14
Quincy,,DISK,CA,1960-06-13 02:00:00,1960,6,13,2
Baltimore,,OTHER,MD,1960-06-15 21:00:00,1960,6,15,21
Kansas City,,DISK,KS,1960-06-15 21:45:00,1960,6,15,21
Chicago,,OVAL,IL,1960-06-18 23:00:00,1960,6,18,23
East Bernstadt,,DISK,KY,1960-06-21 14:00:00,1960,6,21,14
Albertson,,,NY,1960-06-30 00:00:00,1960,6,30,0
Litchfield,,OTHER,PA,1960-06-30 12:00:00,1960,6,30,12
Portland,,DISK,OR,1960-06-30 20:30:00,1960,6,30,20
Stevens,,OTHER,MN,1960-07-01 12:00:00,1960,7,1,12
Portland,,,OR,1960-07-01 20:00:00,1960,7,1,20
New Berlin,,CIRCLE,WI,1960-07-04 21:30:00,1960,7,4,21
Springdale,,FORMATION,AR,1960-07-07 22:00:00,1960,7,7,22
La Verne,ORANGE YELLOW,CIRCLE,CA,1960-07-15 01:00:00,1960,7,15,1
Pacific Coast Highway,,,CA,1960-07-15 10:00:00,1960,7,15,10
Goldsboro,,SPHERE,NC,1960-07-15 16:00:00,1960,7,15,16
Amarillo,,DIAMOND,TX,1960-07-15 21:00:00,1960,7,15,21
Upland,,CIRCLE,CA,1960-07-30 21:00:00,1960,7,30,21
Allentown,,CYLINDER,PA,1960-08-01 12:00:00,1960,8,1,12
Taftville,,DISK,CT,1960-08-01 15:00:00,1960,8,1,15
Boston,,DISK,MA,1960-08-01 18:00:00,1960,8,1,18
Carteret,,CIGAR,NJ,1960-08-01 18:00:00,1960,8,1,18
Crystal,,CIRCLE,WI,1960-08-01 23:00:00,1960,8,1,23
Cherokee,,FIREBALL,NC,1960-08-02 23:00:00,1960,8,2,23
Belmont,,CIRCLE,NY,1960-08-10 01:00:00,1960,8,10,1
Watchung,RED,CIGAR,NJ,1960-08-10 18:00:00,1960,8,10,18
Cottonwood,,,WA,1960-08-13 19:00:00,1960,8,13,19
Saugus,,CIRCLE,MA,1960-08-15 15:00:00,1960,8,15,15
Framingham,,OVAL,MA,1960-08-15 16:00:00,1960,8,15,16
Long Beach,,OTHER,CA,1960-08-17 21:10:00,1960,8,17,21
Pittsburgh,,SPHERE,PA,1960-08-20 21:30:00,1960,8,20,21
Dickinson,,CIRCLE,ND,1960-08-28 21:00:00,1960,8,28,21
Buffalo,,OVAL,NY,1960-09-05 21:00:00,1960,9,5,21
Wichita,,OVAL,KS,1960-09-10 10:00:00,1960,9,10,10
Kingsport,ORANGE,CIRCLE,TN,1960-09-15 19:00:00,1960,9,15,19
Seattle,,DISK,WA,1960-09-15 20:30:00,1960,9,15,20
Susanville,,,CA,1960-09-15 21:00:00,1960,9,15,21
Kaneohe,,LIGHT,HI,1960-10-10 20:00:00,1960,10,10,20
Burnsville,,,MN,1960-10-18 00:00:00,1960,10,18,0
Westbury,,DISK,NY,1960-11-02 18:00:00,1960,11,2,18
Sumner,,SPHERE,WA,1960-11-11 02:00:00,1960,11,11,2
Kansas City,,,KS,1960-11-15 22:00:00,1960,11,15,22
Santa Clara,,CIRCLE,CA,1961-01-01 12:00:00,1961,1,1,12
Kendallville,,CIRCLE,IN,1961-01-01 13:00:00,1961,1,1,13
Lancaster,,DISK,CA,1961-02-02 01:00:00,1961,2,2,1
Panhandle,,DIAMOND,TX,1961-02-22 20:00:00,1961,2,22,20
McGuire AFB,RED GREEN,SPHERE,NJ,1961-03-12 21:00:00,1961,3,12,21
New York City,,CROSS,NY,1961-03-29 00:00:00,1961,3,29,0
Shenandoah,,LIGHT,PA,1961-04-01 20:00:00,1961,4,1,20
Altus,,CIRCLE,OK,1961-04-15 21:00:00,1961,4,15,21
Auburn,,CIGAR,WA,1961-05-01 22:00:00,1961,5,1,22
Parris Island,,VARIOUS,SC,1961-05-15 04:00:00,1961,5,15,4
Alpine,,DISK,UT,1961-06-01 00:00:00,1961,6,1,0
no data,,TEARDROP,NY,1961-06-01 18:00:00,1961,6,1,18
Opa Locka,,OTHER,FL,1961-06-01 18:00:00,1961,6,1,18
Carrollton,,,TX,1961-06-10 19:30:00,1961,6,10,19
Huntsville,,TRIANGLE,AL,1961-06-15 12:00:00,1961,6,15,12
Richardson,GREEN,LIGHT,TX,1961-06-15 15:00:00,1961,6,15,15
Frederick,,LIGHT,OK,1961-06-15 20:30:00,1961,6,15,20
Chicago,,DISK,IL,1961-06-17 19:00:00,1961,6,17,19
Webster Groves,,CIRCLE,MO,1961-06-20 00:00:00,1961,6,20,0
Dallas,,DISK,GA,1961-06-22 00:00:00,1961,6,22,0
Greensboro,,CIGAR,NC,1961-06-30 08:00:00,1961,6,30,8
Orlando,,DISK,FL,1961-06-30 15:00:00,1961,6,30,15
La Mirada,ORANGE,CIGAR,CA,1961-06-30 19:00:00,1961,6,30,19
Rotan,,SPHERE,TX,1961-06-30 22:00:00,1961,6,30,22
Lawrenceville,,CIRCLE,GA,1961-07-01 21:00:00,1961,7,1,21
West Haven,,LIGHT,CT,1961-07-08 21:00:00,1961,7,8,21
Sapulpa,,,OK,1961-07-15 01:00:00,1961,7,15,1
Gettysburg,,CIGAR,PA,1961-07-15 11:00:00,1961,7,15,11
Mount Hope,,,WV,1961-07-15 23:00:00,1961,7,15,23
Newberg,,EGG,OR,1961-07-15 23:30:00,1961,7,15,23
Arlington Heights,,DISK,IL,1961-07-16 19:50:00,1961,7,16,19
Mill Valley,,DISK,CA,1961-08-01 00:00:00,1961,8,1,0
Glenshaw,,DISK,PA,1961-08-05 21:15:00,1961,8,5,21
Pittsburgh,,SPHERE,PA,1961-08-05 23:00:00,1961,8,5,23
Palatine,ORANGE,DISK,IL,1961-08-09 20:00:00,1961,8,9,20
New York City,,DISK,NY,1961-08-15 19:00:00,1961,8,15,19
Evendale,,,OH,1961-08-30 00:00:00,1961,8,30,0
Fort Benning,,DISK,GA,1961-09-01 18:46:00,1961,9,1,18
Toledo,,LIGHT,OH,1961-09-01 20:30:00,1961,9,1,20
Wahoo,,EGG,NE,1961-09-15 20:00:00,1961,9,15,20
Toledo,,SPHERE,OH,1961-10-01 03:00:00,1961,10,1,3
Tulsa,,DISK,OK,1961-10-01 03:30:00,1961,10,1,3
Nashville,,DISK,TN,1961-10-01 19:00:00,1961,10,1,19
Graham,,TRIANGLE,NC,1961-10-01 22:00:00,1961,10,1,22
Bristol,,SPHERE,TN,1961-10-10 19:00:00,1961,10,10,19
Indialantic,,OVAL,FL,1961-10-15 18:00:00,1961,10,15,18
Bakersfield,RED,CIRCLE,CA,1961-11-11 23:00:00,1961,11,11,23
Leesville,,FLASH,SC,1961-11-26 10:00:00,1961,11,26,10
Bartow,,SPHERE,FL,1961-12-17 21:00:00,1961,12,17,21
Forestburg,,SPHERE,TX,1961-12-26 20:00:00,1961,12,26,20
Key West,,SPHERE,FL,1962-01-01 08:00:00,1962,1,1,8
Fayetteville,,CIRCLE,NC,1962-02-19 21:00:00,1962,2,19,21
Snohomish,,DIAMOND,WA,1962-03-01 08:00:00,1962,3,1,8
Wendover,,DISK,UT,1962-03-03 03:00:00,1962,3,3,3
Clayton,,,NC,1962-03-08 21:00:00,1962,3,8,21
Camden,,SPHERE,OH,1962-03-15 10:00:00,1962,3,15,10
Shenandoah,YELLOW,LIGHT,PA,1962-03-31 21:00:00,1962,3,31,21
Huntingdon,GREEN,,GA,1962-04-15 21:00:00,1962,4,15,21
Acoma,,CYLINDER,NM,1962-05-15 21:00:00,1962,5,15,21
Toms River,,DISK,NJ,1962-05-15 21:00:00,1962,5,15,21
Pittsburg,RED,VARIOUS,OK,1962-05-15 21:30:00,1962,5,15,21
Whitehouse,,LIGHT,NJ,1962-05-20 23:00:00,1962,5,20,23
Garland,,DISK,TX,1962-05-30 20:00:00,1962,5,30,20
Bartlesville,,,OK,1962-06-01 00:00:00,1962,6,1,0
Charleston,,DISK,SC,1962-06-01 12:00:00,1962,6,1,12
Ellwood City,,DISK,PA,1962-06-01 12:00:00,1962,6,1,12
Liberty Homes,,SPHERE,SC,1962-06-01 12:00:00,1962,6,1,12
San Francisco,,CIRCLE,CA,1962-06-01 19:00:00,1962,6,1,19
Aurora,,LIGHT,CO,1962-06-01 20:00:00,1962,6,1,20
Benton,,DISK,IL,1962-06-01 21:30:00,1962,6,1,21
Lempster,,CIRCLE,NH,1962-06-14 19:45:00,1962,6,14,19
Castle Rock,,SPHERE,WA,1962-06-15 00:00:00,1962,6,15,0
Lawrence County,,DISK,IL,1962-06-15 19:30:00,1962,6,15,19
Booneville,,DISK,NC,1962-06-15 20:00:00,1962,6,15,20
IL,,DISK,IL,1962-06-15 21:30:00,1962,6,15,21
Joyce,,OTHER,WA,1962-06-16 23:30:00,1962,6,16,23
Ossining,,,NY,1962-06-25 02:00:00,1962,6,25,2
Orlando,,SPHERE,FL,1962-06-30 00:00:00,1962,6,30,0
Granada Hills,,SPHERE,CA,1962-06-30 02:00:00,1962,6,30,2
Cadiz,,,CA,1962-06-30 07:00:00,1962,6,30,7
Royal Oak,,DISK,MI,1962-06-30 17:30:00,1962,6,30,17
Bethpage,,TRIANGLE,NY,1962-06-30 18:00:00,1962,6,30,18
Bay Area,,DISK,CA,1962-06-30 19:00:00,1962,6,30,19
Miami,,OVAL,FL,1962-07-01 00:00:00,1962,7,1,0
Chicago,,DISK,IL,1962-07-01 22:00:00,1962,7,1,22
Seattle,,OTHER,WA,1962-07-01 22:00:00,1962,7,1,22
Spearman,,,TX,1962-07-04 21:00:00,1962,7,4,21
Lindsay,,CYLINDER,OK,1962-07-07 02:00:00,1962,7,7,2
Tannersville,,LIGHT,NY,1962-07-10 10:00:00,1962,7,10,10
Avon-by-the-Sea,ORANGE,VARIOUS,NJ,1962-07-15 02:00:00,1962,7,15,2
Chicago,,OTHER,IL,1962-07-15 19:00:00,1962,7,15,19
East Windsor,ORANGE,CIRCLE,CT,1962-07-15 21:00:00,1962,7,15,21
Frankfort,,OVAL,MI,1962-07-15 21:00:00,1962,7,15,21
Mentor,,DISK,OH,1962-07-15 21:00:00,1962,7,15,21
Sunrise Beach,,CYLINDER,MO,1962-07-15 23:00:00,1962,7,15,23
Burkesville,,DISK,KY,1962-07-20 18:00:00,1962,7,20,18
Springdale,,LIGHT,AR,1962-07-20 21:00:00,1962,7,20,21
Rensselaer,,OTHER,NY,1962-07-24 12:00:00,1962,7,24,12
Savannah,,DISK,GA,1962-08-01 15:00:00,1962,8,1,15
Beaverton,,TRIANGLE,OR,1962-08-01 19:30:00,1962,8,1,19
Ship's Bottom,,,NJ,1962-08-01 23:00:00,1962,8,1,23
Lodi,RED,OTHER,OH,1962-08-08 14:00:00,1962,8,8,14
Wellington,,,KS,1962-08-10 15:00:00,1962,8,10,15
Denver,,DISK,CO,1962-08-15 17:30:00,1962,8,15,17
Nenana,,OVAL,AK,1962-08-15 19:00:00,1962,8,15,19
Ann Arbor,,DISK,MI,1962-08-15 20:00:00,1962,8,15,20
